index,sentence,label
495,아 너무 좋네 여기까진 안 되네 사진 빌려주실 분 없네,0
496,오케이 뭐야 이거 위에서 쓰려고 줄어든 여기 아,0
497,이거구나 아 골뱅이무침 먹고 싶다,0
498,왜 어디 어디로 가야 되지,0
499,여기 오른쪽인가 왼쪽인가,0
500,어디지 어렵네 쑥쑥 가야 되는데요,0
501,잘 만들었다,0
502,손으로 하면서 어디야 여기 올라온대 엄마도 올라오고,0
503,마지막 통과하면 끝내자,0
504,왜 안 되냐고 왜 안 된다고 해서 너무 넘어갔어요,0
505,올라가서 안녕하세요 먼저 가세요,0
506,월요일 나와야지 웃기지 마 존나게 웃기네 아,1
507,지금 너무 과하게 힘이 들어가 있어요 아,0
508,예 알겠습니다 예 예 바로 되죠,0
509,혹시 명의 신의 음식인가 아이고 안녕하세요 안녕히 계세요,0
510,네 번째 갑니다 잡아 줘 손 잡아 줘,0
511,뭐야 못 갔어 사라야 아저씨,0
512,야 개빡칠 타임이 갑자기 누가 영상 보내라,0
513,애국가 들었어 불타오른다 고맙습니다 덕분에 참았습니다,0
514,아니 없네 29 간다 좋아요 레이스를 끝내 줘 야,0
515,야 너네 빨리 하늘 위로 빠져 봐 나한테 힘을 줘,0
516,바로 바로 바로 들어 가자,0
517,우리의 소원은 통일 알았어,0
518,알았어 알았어 기다려 봐,0
519,예 예 선생님 알겠습니다 예 예 예 알겠습니다,0
520,예 예 죽여요 같이 가야지 같이 하자,0
521,23세 얼마 왜 건들 만든다,0
522,남은 시간 17초 10초 안에 넣는다 오케이 떨어진다,0
523,내가 안 주기로 했거든 그냥 갈래,0
524,근데 근데 저번에 내가 진짜 웃긴 게 내가 진짜 웃긴 게,0
525,말은 말은 안 했잖아,0
526,근데 손님 엄청 늦을 거 있었어,0
527,아니 내가 말을 안 돼 안 돼 했는데,0
528,이게 그냥 웃지 그냥 몸이 소고기 하나,0
529,사 줄게 가자 구독 눌러 누르라고 빨리 눌러,0
530,안녕하세요 아니요,0
531,15 아니에요 감사합니다 입니다 입니다,0
532,여자친구 있으세요 없어요,0
533,없어요 있으면 여자친구랑 뭐 할 거예요 몇 살이에요,0
534,형님이 여자친구가 있다고 하면 여자친구 있다고 할 건데,0
535,여자친구를 따먹을 건데,2
536,형님 형이 방송 중 이거든 너 이제 방금 한 말이 녹화 됐어,0
537,형이 알아서 처리 하도록 할게,0
538,제발 잘못한 게 없다고요,0
539,시발 나도 언행이 바르지 났는데 깎아 놓고 하세요,1
540,진짜 도움이 돼요 한 번만 들려 주세요 내가 없어요,0
541,그러니까 용서해 주세요 저번 달 거야 왜냐고요,0
542,저도 잘못을 했어요,0
543,아 진짜 선비예요 유튜브 선비 맞아요,3
544,진짜 얘들아 너희들 원래 이렇게 말해 왜 이런 말을 하는 거야,0
545,부모님 그런 걸 왜 하는 거야 하는 친구는 왜 이런 말을 하는 거야,0
546,다른 사람들한테 이렇게 하기로 했어요,0
547,근데 저 사람들한테 엄마 욕하고 욕하고 그러자 하고 게임을 시작한 거야,3
548,왜 그렇게 되는데 모르겠어요 저도 모르겠어요,0
549,다른 데서는 그런 말 안 하는 거야,0
550,언제 어떤데 하면서 하는데,0
551,사람들이 다 받아 줘요,0
552,그 사람들도 저희한테 그러면서 같이 해요,0
553,근데 형은 그걸 안 받아 주고 안 했잖아,0
554,그럼 어떻게 해야 될까 아는데,0
555,아까 형이 불쾌하다는 이사 갈 건데,0
556,왜 또 그랬어 잘못한 거 같지,0
557,친구들아 큰일 믿음 뭐든 하면 안되는 마린 거야,0
558,나 기분 나쁠 거는 최대한 안 하는 게 좋아,0
559,그치 형이 보이스 안 들어와 있던데,0
560,굴러서 까지 그런 언행을 하는 건,0
561,형 좋지 않다고 방송 하세요,0
562,형 방송 하고 있으니까,0
563,다음엔 이러지마 올라갈텐데,0
564,괜찮지 지금 이거 이거 나가지 말아주세요 확인해 보고,0
565,거기서 받아 주고,0
566,서류 욕하는 건 아니라고 생각해서 그럴 수도 없고,0
567,저는 패드립은 했다,3
568,정말 싫어해 가지고,0
569,그냥 일단 타일앤타일 노인네들이 잘못인걸 모르네요,3
570,영상을 보시는 분이면 서로 싸우지 마시고,0
571,만약에 그 쪽이 그런 욕을 하는 사람이 아니라면,0
572,신고를 하세요,0
573,네 저는 목욕 되잖아 내에서도 신고를 해 주시고,0
574,저도 이거 게임 끝나고,0
575,저기로 그 들어가서 신고 할 거고,0
576,욕설로 그냥 법적으로 신고,0
577,하셔도 충분히 가능한 거니까,0
578,혹시나 자신이 이런 행동을 한 적이 있다,0
579,앞으로는 그런 일 없었으면 좋겠네요,0
580,네 이런 일 절대 없었으면 좋겠네요,0
581,욕 좀 하지 마세요 걸레도 아니고 조용히 좀 하세요,2
582,존나 시끄럽네 걸레 마냥 좆나 싫어요,1
583,남성분 욕 좀 하지 마세요,0
584,진짜 걸레 아닌데 네 저 김치는 맞아요,2
585,시발 님은 한남 중이세요 방송하시는분 이 시발,1
586,그따구로 9시면 안 되지 중이라면서,0
587,아직 존나 걸리세요,1
588,남자가 커피나 차 타고 시발 밥이나 할 것인지 뭔데,1
589,시발 조선시대 했으면은 게임도 못 해,1
590,새끼가 와 가지고 지랄병 주세요,1
591,아빠 저 생각만 야 시발,1
592,새끼 소장 전화 뚫어버리기 전에 조용히 하세요,1
593,포장 존나 쩐다 쩐다,0
594,찹쌀떡 소장으로 만들어 버리기 전에 조용히 하세요,0
595,시발 한남충,1
596,개씹 좆 같은 쌍놈 새끼야 욕 안 하려는데,1
597,더 시발 하남 좆도 어린 새끼가 지랄병,1
598,지금 이 새끼 시발,1
599,그냥 고추떡 되는 것처럼,0
600,남성분이 욕을 그따구로 하시면 안 되죠,0
601,한 번만 더 하면 바로 갑니다,0
602,한남충이 아이 시발 욕을 안 하려 했는데,1
603,하남 새끼가 존나 대들고 있어 건방지게 시발,1
604,왜 나는 김치 너는 시집을 한남체인 야,0
605,내가 김치는 이라서 부럽지 나도 돈 많은 남자 만나고,0
606,착한 남자 만나 김치는 맞다,0
607,너보다 내가 더 시발 말이 많아 시발 병신 같은 새끼야 존나,1
608,지랄병 이야 진짜 아빠 없는 것처럼,1
609,없으면 무슨 지금 솔플 하고 있는 거 안 보이냐,0
610,솔플 아니면 게임 안 하거든,0
611,병신 새끼야 자기야 미안해 시발 그래,1
612,좀 조용히 하세요,0
613,안 해도 한남충들 할 말 없으면 병신 같은 새끼가 꼭 줘라고,1
614,후려치며 시발 새끼야 내가 남자였어도 그랬을 거냐,1
615,야 내가 남자였어도 지워 지워 버려 쓸 거냐고 개 시발,1
616,개 시발 병신 새끼야 시발,1
617,진짜 병신 시발 하니 시은아 계속 시비 거실 건가요,1
618,이제 조용히 좀 해 주세요,0
619,저도 욕하고 남정선 3대륙 하기 싫습니다 좀 해주세요,0
620,그만 좀 제대로 주세요,0
621,남성분이 자꾸 그렇게 되시면,0
622,제가 참교육 가는 수밖에 없습니다,0
623,나무방망이 들고 나무방망이 들고,0
624,시발 제임스 형아처럼 존나 떨어질 수밖에 없습니다,1
625,알겠습니까 저 원래 말투 잃었습니다,0
626,그러니까 그만 좀 대전 십시오,0
627,남부면 조선시대 했으면 저한테 존나,0
628,시발 따먹고 집에서 밥이나 했을 거 그럴 분이,1
629,그러니까 조선시대 좀 저한테 부담 존나 떨리고,0
630,집에 집 밖에 나가지도 못 하고 밥이나 하셨을 분이,0
631,제가 요즘 세상 너무 좋아졌다고 설치하는 거 아닙니까,0
632,해 줄게 너는 진짜 솔직히 응 너 말이야,0
633,나는 솔직히 주면은 소장 존나,0
634,따뜻한 좀더 좀더 찹쌀떡,0
635,아니 존나 맛있겠네 교복 모르겠네 초대녀 줄서봅니다 저기요,2
636,오남리 좀 더 좀 더 삭발 후당 가지고 계시나요,0
637,한번 물어봐도 되겠습니까 아니라 근데 밖에 나가려고 온 건데,0
638,개 시발 장난 같은 새끼가 말 걸어 가지고,1
639,병원에 가야 되는 거고,0
640,시발 내가 싸대기 존나 때문에 석고대패,1
641,씨발놈 하고 머리끄댕이잡고,1
642,방안에 가족이 좀 나가지 마세요,0
643,학원에 가도 그리고씹어,0
644,그냥 존나 뚫어보려고,1
645,어 렉 걸렸어,0
646,더러운 새끼라서 가만 있는 게 아니고,1
647,내가 여자라서 가만 있는 겁니다,0
648,네 같은 남자도 요즘 그만 개나 소나 다 다른데,0
649,누나한테 대줘 가지고 돈 한 거지,2
650,남자가 솔직히 솔직히 어떻게 끝나기도 알아,0
651,남자가 가리라고 열매 가리니까,0
652,제발 10일 정도만 걸어 친구 죽이기 전에 잘 할 거야,0
653,시발 새끼야 그럴 거다 이기야 말 걸지 마세요,1
654,근데 지금 이제 괜찮아요 뭘 여왕벌이야,0
655,네가 루시우 하면 딱 루시우 하는 꼬라지 보니까,0
656,너는 분명히,0
657,너네 누나들한테 대줘 가지고,2
658,여기까지 올라온 거 같은데,0
659,구멍맛이 그렇게 좋더냐,2
660,딱 봐도 시발 대\줘 가지고 여기 올라와 여자들한테 대주고,2
661,솔직히 요즘 남자,0
662,남자들이 혼자서 그랜드 마스터까지 어떻게 나는 혼자서 올랐지,0
663,여자니까 올랐지 당연하지,0
664,여자들이 원래 게임 남자 보다 훨씬 잘하잖아,0
665,넌 지금 눈 오고 있는데,0
666,남자답게 남성스럽게 줘 혜림아 넣으세요,0
667,누나 뒤에 숨어 가지고,0
668,그러면 내가 한번 만져 줄 수도 있어,2
669,뭘 뭐라 해,0
670,아니 존나 병신 같은 새끼야,1
671,시발 맨 처음에 말고는 말하는데,1
672,왜 김치년들이 왜 쳐 시발,1
673,그러게 이렇게 상대방 할 거면서 그래 놓고 시발 존나,1
674,그럼 진짜로 졸고 있지,0
675,개씨발 왜 11월 도착 걸어 가지고 지랄이지,1
676,진짜 좆도 못 하는 새끼가,1
677,그리고 내가 남자였어도 김수현이 뭐니 그딴 식으로 쓸 거냐,0
678,너 같은 새끼는 시발 탐정,1
679,여기다 비워 뭐 뭐 뒤진 새끼야 시발,1
680,존나 일리오스 등대로 존나 떨어져,1
681,요도플러그 영감이나 쳐 봐 그래요,2
682,시발 너 고장으로 디바자폭 나와 가지고 내부에 연결 하든지,1
683,시발 요도로 셀프 생성해 줘 존나 철철 흘리게,1
684,슬픈 이야기 해 줘,0
685,뭐 네가 먼저 김치는 이라고 지랄 했어,1
686,나 그냥 밖에 시발 개새끼야 뒤진다,1
687,진짜 여자가 남자보다 게임 잘해,0
688,너는 솔직히 너네 누나한테 대줘달라는 거잖아,2
689,여자들한테 대줘서 여기 올라온 거잖아,2
690,솔직히 남자가 여기 혼자 어떻게 올라가 솔직히,0
691,이거 지금 차단합니다,0
692,딱 좋네 저 새끼 뭐냐,1
693,저렇게 시끄러워지는 차단이 답이야 시발,1
694,아 이어도로 슬픈 이야기 한다,0
695,여자 뭐 시발 같이 아가리코 근데,1
696,왜 나한테는 지랄인데,1
697,여자 뭐 저기 시발,1
698,차 사진인지 뭔지,0
699,루시우는 남자 새끼도 아가리,1
700,왜 나한테 지랄이세요,1
701,시발 왜 나한테만 지랄이세요,1
702,시발 병신 창년 새끼들아,1
703,얘들아 이제 그만 나 열심히 할 테니까,0
704,좀 그만 걸어 나 저번에 잘 하고 있다가,0
705,내가 진짜 계속 시비 걸어 가지고,0
706,그러니까 나 어차피 시끄러워서,0
707,시발 시발 시발 쓰기 전에 아 미안하다,1
708,알았어 안 할게 안 할게 안 하면,0
709,아마 안 할게 안 할게 가지 마,0
710,하지 마,0
711,울지 마,0
712,빼지 말고 아니 어저께 먼저 했잖아,0
713,아니 나 보고 싶을 때 보고 하지 말라고 가면 되잖아,0
714,그럼 되는 거 아니야,0
715,내가 먼저 그랬는데 내려가자 내려가자 알았어,0
716,조용히 해 준다,0
717,마나님 자기야 자리 안 하면,0
718,뒤에 뒤에 자리가 pick 5시간 뒤에 살이야,0
719,아니 지금부터 외국어 시간인데요,0
720,외국 잘 못해요 아니 이거 아닌데요,0
721,이거는 왜 그런데요,0
722,저는 외국 살면서도 왜 그거 잘 안 썼어요,0
723,이렇게 말했어,0
724,아 요렇게 그래도 왜 그런 줄 알아 저장이 왜 보이냐 야,0
725,너도 사랑해 아,0
726,시발 개새끼야 씨발놈아 개새끼야 뭐 뭐 알았지,1
727,근데 너 몇 학년 몇 반이야 그냥 동석이가 알겠나,0
728,가양동 생선냄새,0
729,그랬으면 나도 이제 알겠네,0
730,재민아 내가 공부만 아니었어도 괜찮은데,0
731,아니야 나 양아치야,0
732,유튜브에서 만약에 하는 거면 남자들아,0
733,여기서 건대 님한테 욕해도,0
734,너네가 고추 작고 못생겼단 진실은 하나,2
735,열 내지 마 조기탈모 온다,0
736,인정 인정 한국 한국 남자님들,0
737,제가 궁금한 게 있는데,0
738,요즘 매달 싫으신 내가 진짜 시청 왜냐면 얘가,0
739,애들이 막 한국 남자 고추 자꾸 한국 남자 못생겼고,2
740,한국 남자 돈 없고 그렇게 맨날 한국 남자 욕하니까,0
741,한국 남성분들 메갈 싫죠,0
742,근데 원래 자크라테스가 한 말 중에 나 자신을 알라 이런 말이 있잖아요,0
743,한국 남자 분들한테 제가 질문할게요,0
744,본인들 잘생겼어요 본인들 고추 커요 분들 돈 많아요,0
745,메갈한테 화나는 이유가 자기 자신한테 있습니다,0
746,자기 자신한테 있어요,0
747,자기 자신을 알자 네 자신을 알아,0
748,뭐 고추 크고 이런 남자들은 메갈 싫잖아요,0
749,솔직히 뭐 남잔데 잘생기고 고추커서,0
750,이제 다 원인은 자기 자신한테 있으니까,0
751,그 원인에 고치려고 노력해 봅시다,0
752,한국 남성 문제아겠죠,0
753,몸만 저는 한 번도 송금 이철 물어본 적 없는데,0
754,휴가 백년치과 일하고 있는 애가,0
755,민재는 맨날 얼굴이나 꼬리뼈 좀 읽어라 얼굴,0
756,꼬리 발뺌 아 시발 시발 미쳤나,1
757,처음부터 안 한다 안 한다,0
758,아 잠깐만 이거 진짜 아니,0
759,시발 새끼야 존나 짜증 나네 코치만 빠지는데요,1
760,시발 시발 새끼 어차피 다 먹고 존나 바라칸 시발,1
761,이렇게 옆으로 딴다 좆 같은 거 있잖아,1
762,여러분도 받았대 그 옆에 있다는 거,0
763,계속 같은 거 아시죠,0
764,옆으로 사는 게 좆같아 위로 사야 되는데,1
765,위로 안 따져 이 새끼가 시발,1
766,좆같은 새끼 개빡치네,1
767,그냥 그냥 시발 옆으로 싸먹는다,1
768,어차피 따먹기도 존나 박히더니,2
769,씨발새끼 네가 그런다고 내가 물었다 먹었잖아요,1
770,콘칩 씨발놈아 아빠 뒤진 새끼야 시발,1
771,새끼야 이렇게 맛있으니까 튕기지,1
772,개새끼가 이렇게 맛있는 말했으니까,1
773,그 챙기지 씨부랄 새끼야,1
774,뭘 이렇게 맛있는 애들이 잘 튕기는 법이야,0
775,그래서 남자도 똑같죠,0
776,남자도 맛있는 애들이 더 잘 챙기고 어렵겠다,0
777,먹는 애들이 더 맛있고 남자도 똑같죠,0
778,어렵게 따먹은 애들이 더 많고,2
779,맛있는 애들 잘 챙기고 그렇게 돼,0
780,아니면 광양불고기로 바꾸셨어요 하시네요,0
781,뜻이야 노래하는 땅콩으로,0
782,누가 꽃이야 네 네 네 들어왔어요 실력 왔어요,0
783,고칠 거 같은데 아니야 누가 예 반갑습니다,0
784,여자 소리 맞네요 몇 살이세요,0
785,갑자기 지금은 어려운 거 물어 봤어요,0
786,저 죄송한데 말씀이 죄송한데,0
787,뭐 어디서 몇 살인지 정도는 얘기를 하는데,0
788,근데 왜 이렇게 공격적이야 빨리,0
789,아니 그게 아니라 왜 궁금하시죠,0
790,이렇게 이런 식으로 범죄의 범죄자 취급 하시는 거 같아요,0
791,죄송합니다 하잖아요,0
792,서울 사는 그 말했는데,0
793,저래 성인이 말씀해 주세요,0
794,저 경기도 23시 목소리 톤이 되게 좀 확인해요 죄송한데,0
795,젠더적 감수성이 발동 했네요 미안합니다 건가요,0
796,여자들이 들으면 좀 무섭긴 하지,0
797,왜냐면 플래닝 보면은,0
